file,model,class_name,confidence,x1,y1,x2,y2
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gemma4,helmet,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gemma4,boots,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gemma4,vest,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gemma4,no-gloves,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,minicpm-v,person,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,minicpm-v,helmet,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,minicpm-v,boots,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,minicpm-v,vest,,,,,
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,minicpm-v,no-gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,no-boots,0.9284675717353821,0.7506561279296875,0.677603006362915,0.789223313331604,0.7180523872375488
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,boots,0.9284593462944031,0.8745609521865845,0.7582034269968668,0.9108778834342957,0.8439180056254069
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,boots,0.8864954710006714,0.8481307029724121,0.7596578598022461,0.8798791170120239,0.8304295539855957
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,yolo,no-boots,0.6915622353553772,0.797261655330658,0.720346212387085,0.8258135914802551,0.7605358759562174
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,ollama,no-gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-helmet,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,qwen3-vl,no-vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,gemma4,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,gemma4,gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,gemma4,boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,gemma4,vest,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,minicpm-v,person,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,minicpm-v,gloves,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,minicpm-v,boots,,,,,
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,minicpm-v,no-vest,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,yolo,gloves,0.8459996581077576,0.7470680713653565,0.5293763478597006,0.8402934074401855,0.7469605339898003
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,yolo,gloves,0.831238329410553,0.16768735647201538,0.5302189721001519,0.2556868314743042,0.7409294976128472
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,yolo,no-gloves,0.8300147652626038,0.630871057510376,0.08362454308403863,0.7142514228820801,0.18260998196072048
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,yolo,gloves,0.6063926815986633,0.8748186111450196,0.5801925235324435,0.938792610168457,0.7370674133300781
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,yolo,no-gloves,0.5358672142028809,0.03433270454406738,0.7690366956922743,0.10764907598495484,0.8999898274739583
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,ollama,person,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,ollama,helmet,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,ollama,gloves,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,ollama,boots,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,ollama,vest,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,qwen3-vl,person,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,qwen3-vl,helmet,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,qwen3-vl,gloves,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,qwen3-vl,boots,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,qwen3-vl,vest,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gemma4,person,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gemma4,gloves,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gemma4,boots,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gemma4,vest,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gemma4,no-helmet,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,minicpm-v,person,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,minicpm-v,helmet,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,minicpm-v,gloves,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,minicpm-v,boots,,,,,
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,minicpm-v,no-vest,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,yolo,gloves,0.8781853914260864,0.21657698154449462,0.4917408413357205,0.2897869348526001,0.7179159376356337
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,yolo,gloves,0.8691695332527161,0.29172871112823484,0.48034167819552953,0.3655005693435669,0.7144843207465278
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,yolo,gloves,0.8013685941696167,0.6405486106872559,0.541769536336263,0.7170336246490479,0.7270001729329427
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,yolo,gloves,0.7993167042732239,0.8862749099731445,0.47582978142632376,0.9558191299438477,0.7020130581325955
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,yolo,no-gloves,0.6930646300315857,0.5701193809509277,0.07016913096110027,0.6654397487640381,0.14385218090481228
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,person,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,helmet,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,gloves,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,boots,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,vest,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,ollama,no-helmet,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,qwen3-vl,person,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,qwen3-vl,gloves,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,gemma4,person,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,gemma4,gloves,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,gemma4,boots,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,minicpm-v,person,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,minicpm-v,gloves,,,,,
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,minicpm-v,no-boots,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,yolo,no-helmet,0.823051929473877,0.33124728202819825,0.12712302737765843,0.40354299545288086,0.2284377415974935
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,ollama,person,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,qwen3-vl,person,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gemma4,person,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gemma4,boots,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gemma4,no-helmet,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gemma4,no-gloves,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gemma4,no-vest,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,minicpm-v,person,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,minicpm-v,no-helmet,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,minicpm-v,no-gloves,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,minicpm-v,no-boots,,,,,
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,minicpm-v,no-vest,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,yolo,helmet,0.8286047577857971,0.18221688270568848,0.14195652008056642,0.25721514225006104,0.23776889377170138
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,ollama,person,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,ollama,no-helmet,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,ollama,no-gloves,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,ollama,no-boots,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,qwen3-vl,person,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,qwen3-vl,helmet,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,qwen3-vl,boots,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gemma4,person,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gemma4,helmet,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gemma4,boots,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gemma4,no-gloves,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gemma4,no-vest,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,minicpm-v,person,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,minicpm-v,helmet,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,minicpm-v,boots,,,,,
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,minicpm-v,no-gloves,,,,,
ketakichalke-boots__image309,yolo,helmet,0.8893365263938904,0.1270274519920349,0.3007971286773682,0.3542022228240967,0.48635687828063967
ketakichalke-boots__image309,yolo,helmet,0.8646802306175232,0.6376049995422364,0.29360389709472656,0.8448275566101074,0.501192045211792
ketakichalke-boots__image309,yolo,helmet,0.8423689007759094,0.21066527366638182,0.0952613115310669,0.41318984031677247,0.2538472890853882
ketakichalke-boots__image309,yolo,helmet,0.7766589522361755,0.2983781099319458,0.16564805507659913,0.48575191497802733,0.3293519258499146
ketakichalke-boots__image309,yolo,person,0.7699780464172363,0.040517556667327884,0.3063740015029907,0.38376736640930176,0.749604320526123
ketakichalke-boots__image309,yolo,helmet,0.6267185211181641,0.5616683006286621,0.44035162925720217,0.7444046020507813,0.6461354732513428
ketakichalke-boots__image309,yolo,helmet,0.586453378200531,0.4560945987701416,0.1787325620651245,0.6439000129699707,0.3664971590042114
ketakichalke-boots__image309,yolo,helmet,0.5306029319763184,0.011118268966674805,0.24356377124786377,0.13758283853530884,0.39025301933288575
ketakichalke-boots__image309,yolo,person,0.31375643610954285,0.45339260101318357,0.4049356937408447,0.8943458557128906,0.9453302383422851
ketakichalke-boots__image309,yolo,vest,0.29850223660469055,0.02981616258621216,0.3049804925918579,0.3816206455230713,0.773542833328247
ketakichalke-boots__image309,yolo,helmet,0.28074055910110474,0.8879164695739746,0.49112329483032224,0.9998388290405273,0.7338201522827148
ketakichalke-boots__image309,ollama,person,,,,,
ketakichalke-boots__image309,ollama,helmet,,,,,
ketakichalke-boots__image309,ollama,gloves,,,,,
ketakichalke-boots__image309,ollama,boots,,,,,
ketakichalke-boots__image309,ollama,vest,,,,,
ketakichalke-boots__image309,ollama,no-helmet,,,,,
ketakichalke-boots__image309,ollama,no-gloves,,,,,
ketakichalke-boots__image309,ollama,no-boots,,,,,
ketakichalke-boots__image309,ollama,no-vest,,,,,
ketakichalke-boots__image309,qwen3-vl,person,,,,,
ketakichalke-boots__image309,qwen3-vl,helmet,,,,,
ketakichalke-boots__image309,qwen3-vl,gloves,,,,,
ketakichalke-boots__image309,qwen3-vl,boots,,,,,
ketakichalke-boots__image309,qwen3-vl,vest,,,,,
ketakichalke-boots__image309,qwen3-vl,no-helmet,,,,,
ketakichalke-boots__image309,qwen3-vl,no-gloves,,,,,
ketakichalke-boots__image309,qwen3-vl,no-boots,,,,,
ketakichalke-boots__image309,qwen3-vl,no-vest,,,,,
ketakichalke-boots__image309,gemma4,person,,,,,
ketakichalke-boots__image309,gemma4,helmet,,,,,
ketakichalke-boots__image309,gemma4,gloves,,,,,
ketakichalke-boots__image309,gemma4,boots,,,,,
ketakichalke-boots__image309,gemma4,vest,,,,,
ketakichalke-boots__image309,gemma4,no-helmet,,,,,
ketakichalke-boots__image309,minicpm-v,person,,,,,
ketakichalke-boots__image309,minicpm-v,helmet,,,,,
ketakichalke-boots__image309,minicpm-v,gloves,,,,,
ketakichalke-boots__image309,minicpm-v,boots,,,,,
ketakichalke-boots__image309,minicpm-v,no-vest,,,,,
ketakichalke-boots__image904,yolo,vest,0.9241310954093933,0.47028360366821287,0.24438838958740233,0.7378225326538086,0.48877801895141604
ketakichalke-boots__image904,yolo,person,0.9095891714096069,0.41562228202819823,0.10201873779296874,0.8146721839904785,0.7957580089569092
ketakichalke-boots__image904,yolo,boots,0.8517449498176575,0.4950437068939209,0.6050206184387207,0.6169264793395997,0.751591682434082
ketakichalke-boots__image904,yolo,boots,0.8461423516273499,0.6578646659851074,0.604093360900879,0.7547007083892823,0.7643022060394287
ketakichalke-boots__image904,yolo,gloves,0.8382241725921631,0.6887834548950196,0.4623894691467285,0.7822698593139649,0.539166259765625
ketakichalke-boots__image904,yolo,helmet,0.820178210735321,0.5120119571685791,0.1333518147468567,0.6674037456512452,0.20803816318511964
ketakichalke-boots__image904,yolo,gloves,0.8101876378059387,0.4499951362609863,0.46990337371826174,0.5149847507476807,0.5330626487731933
ketakichalke-boots__image904,ollama,person,,,,,
ketakichalke-boots__image904,ollama,vest,,,,,
ketakichalke-boots__image904,qwen3-vl,person,,,,,
ketakichalke-boots__image904,qwen3-vl,helmet,,,,,
ketakichalke-boots__image904,qwen3-vl,gloves,,,,,
ketakichalke-boots__image904,qwen3-vl,boots,,,,,
ketakichalke-boots__image904,qwen3-vl,vest,,,,,
ketakichalke-boots__image904,gemma4,person,,,,,
ketakichalke-boots__image904,gemma4,helmet,,,,,
ketakichalke-boots__image904,gemma4,gloves,,,,,
ketakichalke-boots__image904,gemma4,boots,,,,,
ketakichalke-boots__image904,gemma4,vest,,,,,
ketakichalke-boots__image904,minicpm-v,person,,,,,
ketakichalke-boots__image904,minicpm-v,helmet,,,,,
ketakichalke-boots__image904,minicpm-v,gloves,,,,,
ketakichalke-boots__image904,minicpm-v,boots,,,,,
ketakichalke-boots__image904,minicpm-v,vest,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,yolo,person,0.9909454584121704,0.0,1.1587142944335938e-05,0.5496452808380127,0.4516901016235352
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,yolo,no-vest,0.9424380660057068,0.0,0.16481969356536866,0.5510302543640136,0.4501699924468994
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,person,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,helmet,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,gloves,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,boots,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,vest,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,no-helmet,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,no-gloves,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,ollama,no-boots,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,person,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,helmet,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,gloves,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,boots,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,vest,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,no-helmet,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,no-gloves,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,no-boots,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,qwen3-vl,no-vest,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,gemma4,person,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,gemma4,helmet,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,gemma4,boots,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,gemma4,no-gloves,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,gemma4,no-vest,,,,,
snehilsanyal-main__IMG_5024_mp4-4_jpg.rf.02dc33f0f0ffc6b8eab4a796f01b3e79,minicpm-v,boots,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,yolo,person,0.9728826880455017,0.3793907403945923,0.12587110996246337,0.999509620666504,0.4888614654541016
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,yolo,no-helmet,0.8903741836547852,0.520151424407959,0.13122541904449464,1.0,0.31143486499786377
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,yolo,person,0.8476113080978394,0.5423973083496094,0.48907179832458497,0.6231502056121826,0.603048038482666
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,yolo,person,0.8388182520866394,0.10471346378326415,0.9122786521911621,0.12938205003738404,0.9574186325073242
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,ollama,person,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,ollama,helmet,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,ollama,no-gloves,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,ollama,no-boots,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,ollama,no-vest,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,qwen3-vl,person,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,qwen3-vl,no-helmet,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,qwen3-vl,no-gloves,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,qwen3-vl,no-boots,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,qwen3-vl,no-vest,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,gemma4,person,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,gemma4,no-helmet,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,gemma4,no-gloves,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,gemma4,no-boots,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,gemma4,no-vest,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,minicpm-v,person,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,minicpm-v,boots,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,minicpm-v,no-helmet,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,minicpm-v,no-gloves,,,,,
snehilsanyal-main__autox6_mp4-80_jpg.rf.44eee52828ea57aaaac102dfbcc55e45,minicpm-v,no-vest,,,,,
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.9818628430366516,0.539194393157959,0.33286855220794676,0.9989736557006836,1.0
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.9716074466705322,0.5529861927032471,0.0,0.9993481636047363,0.32983806133270266
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.9600856304168701,0.0,0.00046646595001220703,0.40561604499816895,0.3301298379898071
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.9544258117675781,0.2123265266418457,0.0006779789924621582,0.539052677154541,0.3301048278808594
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-vest,0.9490164518356323,0.5386585235595703,0.7312387466430664,1.0,0.9998085975646973
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-vest,0.9448165893554688,0.6551370620727539,0.001048433780670166,0.9802395820617675,0.3317704200744629
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-helmet,0.9190601706504822,0.538446044921875,0.33362255096435545,0.8683005332946777,0.5154582977294921
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-helmet,0.9064972996711731,0.016067361831665038,0.007243132591247559,0.2687868595123291,0.11343593597412109
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.8202689290046692,0.3744200229644775,0.0,0.5409836292266845,0.13969322443008422
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-helmet,0.6691216826438904,0.4378056526184082,0.20063428878784179,0.5409462928771973,0.254577112197876
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,person,0.42010459303855896,0.0012151181697845459,0.0006043463945388794,0.11615712642669677,0.09057338833808899
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,yolo,no-helmet,0.3849124312400818,0.3761107921600342,0.00019628405570983886,0.5394524574279785,0.08081725835800171
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,ollama,person,,,,,
snehilsanyal-main__video_CDC-YOUTUBE_mp4-50_jpg.rf.4912d4cb665e1ab8243c28d9c3039ae8,ollama,helmet,,,,,
